Name,Province,ClimateID,WMOID,TCID,Lat,Lng,Elev,hlyStartYear,hlyEndYear,dlyStartYear,dlyEndYear,mlyStartYear,mlyEndYear
AKULIVIK A,QC,7100075,,YKO,60.82,-78.15,23.16,1992,2015,,,,
INUKJUAK A,QC,7103280,71306,YPH,58.47,-78.08,25.3,2011,2019,2011,2019,,
INUKJUAK UA,QC,7103282,71907,WPH,58.47,-78.08,24.4,1953,1995,1921,1996,1922,1994
INUKJUAK A,QC,7103283,,YPH,58.47,-78.08,26.21,1992,2014,1994,2008,,
INUKJUAK,QC,7103285,,MQN,58.45,-78.17,10,2009,2010,,,,
IVUJIVIK A,QC,7103327,,YIK,62.42,-77.93,38.7,1992,2015,,,,
IVUJIVIK A,QC,7103328,,YIK,62.42,-77.93,38.7,2015,2019,,,,
IVUJIVIK A,QC,7103329,,YIK,62.42,-77.93,38.7,2018,2019,2018,2019,,
KUUJJUARAPIK A,QC,7103536,,YGW,55.28,-77.75,12.2,1957,2014,1925,2014,1926,2009
KUUJJUARAPIK A,QC,7103537,,YGW,55.28,-77.77,12.2,2014,2019,2018,2019,,
KUUJJUARAPIK,QC,7103539,71615,MFJ,55.37,-77.57,30,2015,2019,2015,2019,,
POVUNGNITUK,QC,7106220,,,60.03,-77.27,15.2,,,1965,1967,1965,1967
PUVIRNITUQ A,QC,7106222,,YPX,60.05,-77.28,25.3,1993,2014,,,,
PUVIRNITUQ A,QC,7106223,,YPX,60.05,-77.29,25.3,2014,2019,2018,2019,,
UMIUJAQ A,QC,7108564,,YMU,56.54,-76.52,76.5,2018,2019,2018,2019,,
UMIUJAQ A,QC,7108566,,YMU,56.54,-76.52,76.5,2015,2019,,,,
UMIUJAQ A,QC,7108568,,YMU,56.53,-76.52,76.5,1993,2015,,,,
INUKJUAK,QC,710S005,71907,MJK,58.47,-78.08,26.21,2008,2019,2008,2019,,
ASBESTOS HILL,QC,7110370,,,61.8,-73.95,483.7,,,1960,1963,1960,1963
AUPALUK A,QC,7110600,,YLA,59.3,-69.6,36.9,2015,2019,,,,
AUPALUK A,QC,7110601,,YLA,59.3,-69.6,36.9,2018,2019,2018,2019,,
BORDER A,QC,7110830,,,55.33,-63.22,464.8,1965,1979,1965,1979,1965,1979
BORDER (AUT),QC,7110831,,WTB,55.33,-63.22,479,1994,1998,1993,1998,,
BAIE WAKEHAM,QC,7110DMF,,,61.6,-71.97,6.1,,,1966,1967,1966,1967
AUPALUK A,QC,7110LRJ,,YLA,59.3,-69.6,36.9,1992,2015,,,,
CAPE HOPES ADVANCE,QC,7111080,,,61.08,-69.55,73.2,1953,1971,1928,1971,1929,1971
DECEPTION BAY,QC,7111955,,,62.12,-74.62,30.5,,,1963,1973,1963,1973
DUPLANTER,QC,7112249,,,54.83,-69.88,533.4,,,1978,1984,1978,1984
FORT MCKENZIE,QC,7112520,,,56.88,-69.05,76.2,,,1938,1951,1938,1951
HOPES ADVANCE BAY,QC,7113150,,,59.33,-69.77,46.6,,,1959,1959,1959,1959
INDIAN HOUSE LAKE,QC,7113280,,,56.23,-64.73,310.9,,,1944,1964,1944,1964
KANGIQSUJUAQ A,QC,7113379,,YKG,61.59,-71.93,157.6,2015,2019,,,,
KANGIQSUJUAQ A,QC,7113380,,YKG,61.59,-71.93,157.6,2018,2019,2018,2019,,
KANGIQSUJUAQ A,QC,7113381,,YKG,61.59,-71.93,157.58,1992,2015,,,,
KANGIRSUK A,QC,7113382,,YAS,60.02,-70,123.75,1992,2015,,,,
KANGIRSUK A,QC,7113383,,YAS,60.03,-70,123.8,2015,2019,,,,
KANGIRSUK A,QC,7113384,,YAS,60.03,-70,123.8,2018,2019,2018,2019,,
KANGIQSUALUJJUAQ A,QC,7113390,,YLU,58.71,-65.99,66.1,2015,2019,,,,
KANGIQSUALUJJUAQ A,QC,7113391,,YLU,58.71,-65.99,66.1,2018,2019,2018,2019,,
KUUJJUAQ A,QC,7113534,71906,YVP,58.1,-68.42,39.93,1953,2014,1947,2014,1947,2005
KUUJJUAQ A,QC,7113535,71906,YVP,58.09,-68.42,39.9,2014,2019,2014,2019,,
PARC NATIONAL DES PINGUALUIT,QC,7115800,71976,MIN,61.31,-73.67,503.4,2009,2019,2009,2019,,
PAYNE RIVER,QC,7115880,,,60.1,-71.07,,,,1954,1958,1954,1958
QUAQTAQ,QC,7116270,,,61.05,-69.63,30.4,1971,1989,1971,1988,1971,1987
QUAQTAQ A,QC,7116271,,YHA,61.05,-69.62,32.3,2015,2019,,,,
QUAQTAQ A,QC,7116272,,YHA,61.05,-69.62,32.31,1989,2015,,,,
QUAQTAQ A,QC,7116273,,YHA,61.05,-69.62,32.3,2018,2019,2018,2019,,
RIVIERE AUX FEUILLES,QC,7116505,71743,MRF,57.91,-72.98,171.39,2005,2019,2006,2019,,
SALLUIT,QC,7117800,71641,MFX,62.18,-75.67,228,2014,2019,2014,2019,,
SALLUIT A,QC,7117801,,YZG,62.18,-75.67,227.1,2015,2019,,,,
SALLUIT A,QC,7117802,,YZG,62.18,-75.67,227.1,2018,2019,2018,2019,,
SCHEFFERVILLE,QC,7117821,,ZKL,54.8,-66.8,518.2,,,1992,1993,,
SCHEFFERVILLE A,QC,7117823,71921,YKL,54.81,-66.81,520.9,2012,2019,2012,2019,,
SCHEFFERVILLE COTE-NORD,QC,7117824,73075,GKM,54.8,-66.8,517.2,2019,2019,2019,2019,,
SCHEFFERVILLE A,QC,7117825,,YKL,54.8,-66.82,521.8,1953,2010,1948,2010,1948,1993
SCHEFFERVILLE,QC,7117827,71828,GKL,54.8,-66.8,517.2,2005,2018,2007,2018,,
TASIUJAQ A,QC,7118365,,YTQ,58.67,-69.96,36.9,2012,2019,,,,
TASIUJAQ A,QC,7118366,,YTQ,58.67,-69.96,36.9,2018,2019,2018,2019,,
TASIUJAQ A,QC,7118369,,YTQ,58.67,-69.95,36.9,1993,2015,,,,
SALLUIT A,QC,711GG87,,YZG,62.18,-75.67,227.08,1969,2015,,,,
KANGIQSUALUJJUAQ A,QC,711L380,,YLU,58.71,-65.99,66.14,1992,2015,,,,
SUGLUK,QC,711Q2H7,,,62.2,-75.63,15.2,,,1966,1967,1966,1967
ACADIA FOREST EXP ST,NB,8100100,,,45.99,-66.36,54,,,1955,2010,1955,2006
ACADIEVILLE,NB,8100105,,,46.73,-65.28,61,,,1980,1995,1980,1995
ALMA,NB,8100200,,,45.6,-64.95,42.7,,,1950,2011,1950,2006
AROOSTOOK,NB,8100300,,,46.71,-67.72,80,,,1929,2019,1929,2005
ARTHURETTE BIRCH RIDGE,NB,8100350,,,46.75,-67.47,214.9,,,1967,1983,1967,1983
ASHTON HILL,NB,8100400,,,47.1,-65.73,278.9,,,1935,1947,1935,1947
BALTIMORE,NB,8100430,,,45.88,-64.82,182.9,,,1982,1997,1982,1997
BAS CARAQUET,NB,8100467,71598,WXS,47.8,-64.83,5,1994,2019,1993,2019,1993,2007
BAS CARAQUET,NB,8100468,,,47.8,-64.87,10.7,,,1982,2019,1982,2006
BATHURST,NB,8100500,,,47.62,-65.65,12.2,,,1872,1972,1872,1972
BATHURST,NB,8100502,,,47.62,-65.65,4.6,,,1964,1992,1964,1992
BATHURST A,NB,8100503,71574,ZBF,47.63,-65.75,58.8,1994,2013,1992,2013,1992,2013
BATHURST A,NB,8100505,,ZBF,47.63,-65.74,58.8,2013,2018,2013,2018,,
BATHURST A,NB,8100506,71574,ZBF,47.63,-65.74,58.8,2016,2019,2018,2019,,
BEECHWOOD,NB,8100512,,,46.53,-67.67,91.4,,,1966,1997,1966,1997
BELLEDUNE,NB,8100514,,,47.9,-65.83,7.6,,,1971,1990,1971,1990
BELLEDUNE CS,NB,8100515,,,47.9,-65.83,7.6,,,1991,2002,1991,2002
BERRYTON,NB,8100516,,,45.92,-64.88,106.7,,,1964,1965,1964,1965
BERTRAND,NB,8100518,,,47.75,-65.07,22.9,,,1964,2011,1964,2006
BIG BALD MOUNTAIN,NB,8100525,,,47.2,-66.43,,,,1935,1946,1935,1946
BLISSVILLE,NB,8100550,,,45.62,-66.55,22.3,,,1940,1951,1940,1951
BLUE MOUNTAIN TOWER,NB,8100558,,,47.8,-66.3,160,,,1935,1951,1935,1950
BON ACCORD,NB,8100566,,,46.65,-67.58,450.3,,,1966,2011,1966,2005
BROCKWAY,NB,8100570,,,45.5,-67.12,83.8,,,1958,1966,1958,1966
BRUNSWICK MINES,NB,8100583,,,47.48,-65.88,213.4,,,1973,1981,1973,1981
BOUCTOUCHE,NB,8100590,,,46.52,-64.72,10.7,,,1965,1999,1965,1999
BOUCTOUCHE CDA,NB,8100592,,,46.43,-64.77,36,,,1982,1991,1982,1991
BOUCTOUCHE CDA CS,NB,8100593,71666,ABT,46.43,-64.77,35.9,2005,2019,1991,2019,1991,2007
BURNT CHURCH,NB,8100600,,,47.2,-65.13,7.6,,,1934,1958,1934,1958
BURNT CHURCH,NB,8100601,,,47.23,-65.13,15.2,,,1974,1976,1974,1976
CAMPBELLTON,NB,8100700,,,48,-66.67,7.6,1953,1966,1945,1966,1945,1966
CAMPBELLTON POWER ST,NB,8100701,,,48,-66.68,25.6,,,1937,1978,1937,1978
CANOBIE,NB,8100770,,,47.68,-65.38,33.5,,,1977,1978,1977,1978
CANTERBURY,NB,8100775,,,45.88,-67.47,173.8,,,1970,1990,1970,1990
CAP PELE,NB,8100779,,,46.18,-64.23,30.5,,,1971,1978,1971,1978
CARAQUET,NB,8100785,,,47.8,-64.93,18.3,,,1980,1984,1980,1984
CENTREVILLE,NB,8100850,,,46.38,-67.7,143,,,1965,1993,1966,1993
CHARLO A,NB,8100880,,,47.98,-66.33,40.2,1966,2003,1966,2003,1966,2002
CHARLO AUTO,NB,8100885,71315,ZCR,47.99,-66.33,42,2003,2019,2003,2019,2004,2007
CHARLO FALLS,NB,8100900,,,47.97,-66.48,16.8,,,1934,1958,1934,1958
MIRAMICHI RCS,NB,8100989,71744,ACQ,47.01,-65.47,33,1994,2019,2005,2019,2005,2007
CHATHAM,NB,8100990,,,47.05,-65.48,29.9,,,1873,1947,1873,1947
MIRAMICHI A,NB,8101000,,,47.01,-65.47,32.9,1953,2005,1943,2005,1943,2005
MIRAMICHI SNOW,NB,8101002,,,46.99,-65.5,33,,,2012,2012,,
CHATHAM NBEPC,NB,8101020,,,47.05,-65.47,3.7,,,1960,1980,1960,1980
CHIPMAN,NB,8101098,,,46.18,-65.87,10.7,,,1919,1932,1919,1932
CHIPMAN,NB,8101100,,,46.18,-65.87,10.7,,,1931,1967,1931,1967
CHIPMAN,NB,8101101,,,46.15,-65.9,19.8,,,1968,1968,1968,1968
COLDBROOK,NB,8101150,,,45.32,-66.03,4,,,1956,1962,1956,1961
COLESON COVE,NB,8101151,,,45.15,-66.2,30.5,,,1972,2001,1972,2001
COLLINA,NB,8101152,,,45.79,-65.65,250,,,1998,1999,1998,1999
COOKVILLE,NB,8101153,,,46.03,-64.33,36.6,,,1988,1988,1988,1988
DALHOUSIE,NB,8101170,,,48.07,-66.37,11.9,,,1872,1916,1872,1916
DAWSON SETTLEMENT,NB,8101178,,,45.93,-64.78,152.4,,,1964,1979,1964,1979
DOAKTOWN,NB,8101200,,,46.55,-66.14,57,,,1934,2009,1934,2006
DOAKTOWN AUTO RCS,NB,8101201,71038,ADN,46.59,-66.01,43,2013,2019,2013,2019,,
DORCHESTER,NB,8101230,,,45.92,-64.52,6.4,,,1871,1938,1871,1938
DUNGARVON RIVER,NB,8101272,,,46.82,-66.65,317,,,1986,1987,1986,1987
EAST CANAAN,NB,8101280,,,46.07,-65.37,15.2,,,1973,1979,1973,1979
EDMUNDSTON,NB,8101300,,,47.37,-68.33,173.7,,,1913,1957,1913,1956
EDMUNDSTON FRASER CO,NB,8101301,,,47.37,-68.33,152.4,,,1949,1979,1949,1980
EDMUNDSTON,NB,8101303,71590,ERM,47.42,-68.32,154.2,2004,2019,2004,2019,2004,2007
EVERETT,NB,8101348,,,47.07,-67.3,145.1,,,1983,1989,1983,1989
FREDERICTON A,NB,8101500,,,45.87,-66.53,20.7,1953,2010,1951,2012,1951,2008
FREDERICTON INTL A,NB,8101505,71700,YFC,45.87,-66.54,20.7,2010,2019,2010,2019,,
FREDERICTON AQUATIC CENTRE C/S,NB,8101507,,WZF,45.96,-66.65,8.3,2005,2019,1994,2007,1995,1998
FREDERICTON CDA CS,NB,8101605,71668,AFC,45.92,-66.61,35.08,2004,2019,2000,2019,2000,2007
FREDERICTON UNB,NB,8101700,,,45.95,-66.6,50,,,1871,1952,1871,1952
FUNDY PARK (ALMA) CS,NB,8101746,71191,AFY,45.6,-64.95,42.7,2005,2019,1993,2019,1993,2007
GAGETOWN A,NB,8101792,71701,YCX,45.83,-66.43,50.6,1976,2019,2011,2017,2011,2017
GAGETOWN AWOS A,NB,8101794,71701,YCX,45.84,-66.45,50.6,2000,2019,2000,2019,2005,2007
GAGETOWN 2,NB,8101800,,,45.78,-66.15,33.5,,,1897,2011,1897,2006
GOUNAMITZ RIVER,NB,8101850,,,47.67,-67.93,296.9,,,1981,1984,1981,1984
GRANDE DIGUE,NB,8101880,,,46.32,-64.57,24.4,,,1984,1990,1984,1990
GRAND FALLS,NB,8101900,,,47.05,-67.73,152.4,,,1913,1966,1913,1966
GRAND FALLS DRUMMOND,NB,8101904,,,47.03,-67.7,228.6,,,1965,1992,1966,1992
GRAND MANAN,NB,8101920,,,44.73,-66.77,7.6,,,1874,1965,1874,1965
GRAND MANAN SAR CS,NB,8101925,71030,XGM,44.71,-66.8,78.2,2000,2019,2000,2019,2004,2007
GREEN RIVER,NB,8102000,,,47.47,-68.23,182.9,,,1934,1959,1934,1959
HAMPTON,NB,8102100,,,45.53,-65.83,15.8,,,1950,1965,1950,1965
HAMTOWN CORNER,NB,8102110,,,46.12,-66.78,243.8,,,1973,1989,1973,1989
HARCOURT,NB,8102150,,,46.52,-65.28,45.7,,,1957,1966,1957,1966
HARCOURT,NB,8102151,,,46.5,-65.27,39.6,,,1981,2004,1981,2004
HARDWOOD RIDGE,NB,8102160,,,46.17,-65.92,,,,1920,1942,1920,1942
HARPER SETTLEMENT,NB,8102180,,,45.87,-65.3,103.6,,,1989,1989,1989,1989
HARVEY STATION,NB,8102200,,,45.73,-67,152.4,,,1920,1976,1920,1976
HARVEY STATION,NB,8102201,,,45.67,-67.03,182.9,,,1976,1996,1976,1996
HARVEY STATION,NB,8102202,,,45.73,-67.02,194,,,1997,2004,1997,2004
HAUT SHIPPAGAN,NB,8102206,,,47.75,-64.77,6,,,1986,2010,1986,2006
HAVELOCK,NB,8102210,,,46.03,-65.35,91.4,,,1979,1993,1979,1993
HAVELOCK,NB,8102212,,,46,-65.32,98.5,,,1994,2003,1994,2003
HILLSBOROUGH,NB,8102220,,,45.95,-64.68,40.8,,,1961,1962,1961,1962
HOLMESVILLE,NB,8102226,,,46.58,-67.6,189,,,1971,1974,1971,1974
HOYT,NB,8102230,,,45.55,-66.53,121.9,,,1978,1981,1978,1981
HOYT BLISSVILLE,NB,8102234,,,45.6,-66.57,15.2,,,1981,2001,1981,2001
JUNIPER,NB,8102275,,,46.55,-67.17,259.1,,,1969,2017,1969,2004
KEDGWICK,NB,8102300,,,47.65,-67.35,274.3,,,1931,1994,1931,1994
KESWICK RIDGE,NB,8102308,,,46,-66.88,121.9,,,1964,1968,1964,1965
KESWICK RIDGE MACTAQUAC,NB,8102312,,,45.97,-66.87,7.6,,,1965,1978,1965,1978
KINGS LANDING,NB,8102314,,,45.85,-66.95,67.4,,,1975,1978,1975,1978
KINGSLEY IHD,NB,8102316,,,46.07,-66.73,164.6,,,1973,1981,1973,1981
KOUCHIBOUGUAC,NB,8102325,,,46.77,-65,35.1,,,1972,1995,1972,1995
KOUCHIBOUGUAC,NB,8102326,71670,AKC,46.79,-65.01,21,2018,2019,2016,2019,,
KOUCHIBOUGUAC CS,NB,8102328,71670,AKC,46.78,-65.02,21,2005,2018,1995,2018,1995,2007
LAMEQUE,NB,8102335,,,47.83,-64.6,15.2,,,1976,1976,1976,1976
LAMEQUE,NB,8102336,,,47.8,-64.65,6.1,,,1980,1982,1980,1982
LITTLE RIVER MINE,NB,8102350,,,47.28,-66.07,341.4,,,1956,1992,1956,1992
LITTLE SHEMOGUE,NB,8102369,,,46.12,-64.03,18.3,,,1986,1993,1986,1993
LONG LAKE,NB,8102500,,,47.07,-66.93,381,,,1954,1957,1954,1957
LOWER HOLMESVILLE,NB,8102522,,,46.57,-67.58,144.8,,,1971,1972,1971,1972
MACTAQUAC PROV PARK,NB,8102536,,,45.95,-66.9,110,,,1973,2019,1973,2006
MAGAGUADAVIC LAKE,NB,8102550,,,45.73,-67.2,106.7,,,1958,1967,1958,1967
MAISONNETTE,NB,8102555,,,47.82,-65.08,7.9,,,1978,1978,1978,1978
MAPLETON,NB,8102566,,,46.18,-67.23,167.6,,,1972,2011,1972,2005
MCADAM,NB,8102600,,,45.58,-67.33,139.9,,,1872,1976,1872,1976
MCDONALDS CORNER CDA,NB,8102700,,,45.78,-66,38.1,,,1948,1969,1948,1969
MCGIVNEY,NB,8102800,,,46.37,-66.57,176.8,,,1953,1976,1953,1976
MCGRAW BROOK,NB,8102808,,,46.82,-66.12,53.3,,,1969,1995,1969,1995
MECHANIC SETTLEMENT,NB,8102848,71787,AMS,45.69,-65.17,403,2006,2019,2006,2019,2006,2007
MIDDLE BROOK,NB,8102950,,,47.67,-66.52,,,,1936,1946,1936,1946
MILLTOWN,NB,8102975,,,45.17,-67.3,15.8,,,1964,1983,1964,1983
MINTO,NB,8103000,,,46.03,-66.03,22.9,,,1954,1993,1933,1993
MISCOU ISLAND (AUT),NB,8103050,71719,WMI,48.01,-64.49,4,1964,2019,1957,2019,1957,2007
MONCTON,NB,8103100,,,46.1,-64.79,12.2,,,1881,2013,1881,2006
MONCTON A,NB,8103200,71705,YQM,46.11,-64.68,70.7,1953,2012,1939,2012,1939,2012
MONCTON INTL A,NB,8103201,71705,YQM,46.11,-64.68,70.7,2012,2019,2012,2019,,
MONCTON A,NB,8103202,,YQM,46.11,-64.68,70.7,2016,2019,2018,2019,,
MOUNT CARLETON,NB,8103256,,,47.42,-66.93,265.1,,,1973,2001,1973,2001
MOUNT PLEASANT,NB,8103300,,,45.43,-66.82,358.1,,,1935,1952,1935,1952
MUSQUASH,NB,8103400,,,45.2,-66.33,15.2,,,1922,1981,1922,1981
NACKAWIC,NB,8103425,,,45.97,-67.23,45.7,,,1966,1972,1966,1972
NAUWIGEWAUK,NB,8103441,,,45.47,-65.9,65.5,,,1990,2001,1990,2001
NEPISIGUIT FALLS,NB,8103500,,,47.4,-65.78,106.1,,,1922,2006,1922,2006
NEWCASTLE,NB,8103600,,,47,-65.57,15.2,,,1948,1959,1948,1959
NICTAU,NB,8103700,,,47.23,-67.15,169.7,,,1978,2001,1978,2001
NINE MILE BRK (CAMP 68),NB,8103706,,,47.68,-68.12,426.7,,,1972,1981,1972,1981
OAK POINT,NB,8103780,,,45.51,-66.1,11,,,2011,2019,,
OROMOCTO,NB,8103800,,,45.83,-66.47,45.7,,,1957,1994,1957,1994
PARKER RIDGE,NB,8103825,,,46.48,-66.52,,,,1886,1896,1886,1896
PARKINDALE,NB,8103828,,,45.87,-65.07,152.7,,,1983,2019,1983,2006
PENNFIELD,NB,8103845,,,45.1,-66.73,22.9,,,1961,2003,1961,2003
PENNFIELD RIDGE A,NB,8103850,,,45.13,-66.68,73.2,,,1941,1951,1941,1951
PENOBSQUIS,NB,8103860,,,45.78,-65.38,44.2,,,1961,1974,1961,1974
PETITCODIAC,NB,8103900,,,45.93,-65.17,29.3,,,1934,1954,1934,1954
PETIT ROCHER,NB,8103910,,,47.8,-65.73,12.2,,,1980,1982,1980,1982
PLASTER ROCK,NB,8104000,,,46.9,-67.4,160,,,1947,1993,1947,1993
PLASTER ROCK NBEPC,NB,8104001,,,46.9,-67.38,140.2,,,1955,1967,1955,1967
PLEASANT MOUNTAIN,NB,8104010,,,45.45,-66.83,190.5,,,1974,1977,1974,1977
POINT ESCUMINAC,NB,8104100,,,47.12,-64.82,7.9,,,1885,1951,1885,1951
POINT ESCUMINAC (AUT),NB,8104103,,WPJ,47.07,-64.8,4,1986,2002,1992,2002,,
POINT LEPREAU,NB,8104200,,,45.07,66.47,5.3,,,1872,1952,1872,1952
POINT LEPREAU CS,NB,8104201,71699,WPE,45.07,-66.45,6,1994,2019,1992,2019,1992,2007
RAPIDS DEPOT,NB,8104284,,,47.82,-67.75,167.6,,,1972,1988,1972,1988
RED PINES,NB,8104295,71634,ARP,47.44,-65.6,124,2010,2019,2010,2019,,
RENOUS,NB,8104300,,,46.8,-65.8,45.7,,,1953,1978,1953,1978
REXTON,NB,8104400,,,46.67,-64.87,4.6,,,1922,2013,1922,2006
RILEY BROOK,NB,8104450,,,47.18,-67.2,170.7,,,1955,1970,1955,1970
ROBICHAUD,NB,8104458,,,46.22,-64.38,7.6,,,1982,1993,1982,1993
ROGERSVILLE,NB,8104465,,,46.77,-65.45,64,,,1974,1976,1974,1976
ROSEVALE,NB,8104475,,,45.87,-64.82,274.3,,,1964,1974,1964,1974
ROTHESAY,NB,8104477,,,45.38,-65.98,45.7,,,1982,1983,1982,1983
ROYAL ROAD,NB,8104480,,,46.05,-66.72,115.8,,,1965,1993,1965,1993
ROYAL ROAD WEST,NB,8104482,,,46.08,-66.73,160,,,1966,1981,1966,1981
SACKVILLE,NB,8104500,,,45.9,-64.38,24.4,,,1878,1980,1878,1980
SACKVILLE,NB,8104501,,,45.85,-64.38,45.7,,,1980,2002,1980,2002
ST ANDRE DE MADAWASKA,NB,8104595,,,47.12,-67.75,219.5,,,1971,1974,1971,1974
ST ANDRE EAST,NB,8104596,,,47.1,-67.72,198.1,,,1971,1972,1972,1972
ST ANDREWS,NB,8104600,,,45.08,-67.08,15.2,,,1874,1991,1874,1991
ST GEORGE,NB,8104700,,,45.13,-66.83,33.5,,,1919,1981,1919,1981
ST GEORGE P AND P CO,NB,8104705,,,45.13,-66.82,22.9,,,1958,1968,1958,1968
ST ISIDORE,NB,8104750,,,47.57,-65.05,61,,,1956,1958,1956,1958
SAINT JOHN,NB,8104800,,,45.28,-66.08,30.5,,,1871,1970,1871,1970
SAINT JOHN A,NB,8104899,,,45.3,-66.1,29.9,,,1939,1951,1939,1951
SAINT JOHN A,NB,8104900,71609,YSJ,45.32,-65.89,108.8,1953,2012,1946,2012,1947,2008
SAINT JOHN A,NB,8104901,71609,YSJ,45.32,-65.89,108.8,2012,2019,2012,2019,,
SAINT JOHN BLINDMAN LAKE,NB,8104918,,,45.32,-65.98,61,,,1971,1973,1971,1973
SAINT JOHN BRIDGE,NB,8104920,,,45.27,-66.07,7.6,,,1968,1976,1969,1976
SAINT JOHN DOMINION PARK,NB,8104921,,,45.27,-66.13,6.1,,,1971,1973,1971,1973
SAINT JOHN LORNEVILLE,NB,8104923,,,45.18,-66.17,22.9,,,1971,1971,1971,1971
SAINT JOHN MISPEC PARK,NB,8104924,,,45.22,-65.95,9.1,,,1971,1973,1971,1973
ST LEONARD A,NB,8104928,71703,YSL,47.16,-67.83,242.2,1985,2014,1985,2014,1985,2014
ST LEONARD A,NB,8104932,,YSL,47.16,-67.84,242,2015,2017,,,,
ST QUENTIN,NB,8104933,,,47.47,-67.47,,,,1919,1942,1919,1942
ST. STEPHEN,NB,8104935,71607,WSS,45.21,-67.25,26.1,2006,2019,2006,2019,2006,2007
ST STEPHEN,NB,8104936,,,45.18,-67.27,10.7,,,1898,1915,1898,1915
ST STEPHEN (AUT),NB,8104937,71607,WSS,45.22,-67.25,26.1,1977,2006,1992,2006,2005,2006
SEARSVILLE,NB,8104938,,,45.72,-65.7,61,,,1965,1986,1966,1986
SHEDIAC,NB,8104944,,,46.23,-64.53,,,,1933,1940,1933,1940
SHELDON POINT,NB,8104950,,,45.2,-66.13,24.4,,,1956,1958,1956,1958
SHIPPEGAN,NB,8104975,,,47.75,-64.72,4,,,1969,1981,1969,1981
SISSON DAM,NB,8105000,,,47.27,-67.25,278.9,,,1953,1957,1953,1957
SOUTH BRANCH KEDGWICK,NB,8105042,,,47.87,-67.93,274.3,,,1983,1991,1983,1991
SOUTH TETAGOUCHE,NB,8105058,,,47.58,-65.9,182.9,,,1983,2000,1983,2000
SOUTHWEST HEAD,NB,8105065,,,44.6,-66.9,48.8,,,1973,1987,1973,1987
SUMMIT DEPOT,NB,8105100,,,47.78,-68.33,411.5,,,1947,1973,1947,1973
SUSSEX,NB,8105200,,,45.72,-65.53,21.3,,,1897,2009,1897,2006
SUSSEX 2,NB,8105202,,,45.72,-65.52,,,,1939,1947,1939,1947
SUSSEX FOUR CORNERS,NB,8105210,71656,ASF,45.74,-65.53,47,2015,2019,2015,2019,,
TIDE HEAD,NB,8105300,,,47.98,-66.82,38.1,,,1952,1966,1952,1966
TIDE HEAD,NB,8105302,,,47.97,-66.77,18.3,,,1972,1986,1972,1986
TOBIQUE NARROWS,NB,8105400,,,46.78,-67.68,91.4,,,1953,1957,1954,1957
TOWER HILL CDA,NB,8105500,,,45.32,-67.22,167.6,,,1946,1964,1946,1964
TRACADIE,NB,8105505,,,47.52,-64.92,15.2,,,1970,1988,1970,1988
TURTLE CREEK,NB,8105518,,,45.92,-64.8,141.7,,,1965,1966,1965,1967
TURTLE CREEK,NB,8105520,,,46,-64.9,45.7,,,1964,2015,1965,2005
UPPER BLACKVILLE,NB,8105540,,,46.63,-65.87,22.9,,,1962,1966,1962,1966
UPPER HOLMESVILLE,NB,8105546,,,46.62,-67.62,182.9,,,1971,1972,1971,1972
UPSALQUITCH,NB,8105550,,,47.85,-66.85,48.5,,,1919,1948,1919,1948
UPSALQUITCH LAKE,NB,8105551,,,47.46,-66.42,624.8,,,1967,2015,1967,2006
WELSFORD,NB,8105560,,,45.47,-66.33,22.9,,,1970,1975,1970,1974
WIGGINS POINT,NB,8105568,,,45.92,-66,15.2,,,1970,1996,1970,1996
WILD GOOSE RIVER,NB,8105569,,,47.82,-68.23,434.3,,,1979,1981,1979,1981
WILLIAMSBURG,NB,8105580,,,46.33,-66.72,321.6,,,1912,1926,1912,1925
WOLFE LAKE,NB,8105595,,,45.67,-65.15,304.8,,,1976,1991,1976,1991
WOLFE LAKE CS,NB,8105597,,,45.67,-65.15,304.8,,,1993,2007,1993,2007
WOODSTOCK,NB,8105600,,,46.17,-67.55,153,,,1886,2019,1886,2006
WOODSTOCK NEWBRIDGE,NB,8105603,71606,EWD,46.15,-67.54,154,2014,2019,2014,2019,,
WOODSTOCK GRAFTON,NB,8105605,,,46.15,-67.57,32,,,1964,1965,1964,1965
EDMUNDSTON,NB,810AL00,,,47.35,-68.19,163,,,1983,2009,1983,2006
SAINT JOHN MILLEDGEVILLE,NB,810D9BC,,,45.28,-66.08,30.5,,,1972,1972,1972,1972
SAINT JOHN SPRUCE LAKE,NB,810D9KN,,,45.22,-66.18,61,,,1971,1973,1971,1973
ST LEONARD CS,NB,810I001,71019,WIY,47.16,-67.83,245,1995,2017,2001,2017,2005,2007
COLES ISLAND,NB,810JAE0,,,45.92,-65.82,15.2,,,1987,2006,1987,2006
EDMUNDSTON,NB,810JL00,,,47.37,-68.28,198.1,,,1979,1983,1979,1983
SEAL COVE,NB,810M937,,,44.65,-66.83,20,,,1987,2004,1987,2004
SAINT JOHN UNB,NB,810MRBE,,,45.32,-66.08,106.7,,,1973,1973,1973,1973
SCOTCHTOWN,NB,810N002,,,45.9,-66.12,16.2,,,2000,2007,2000,2006
ABERCROMBIE POINT,NS,8200015,,,45.65,-62.72,10.7,,,1973,1978,1973,1978
AMHERST (AUT),NS,8200091,,WAH,45.85,-64.27,23,1994,2005,1992,2005,,
ANNAPOLIS ROYAL,NS,8200100,,,44.75,-65.52,7.7,,,1914,2007,1914,2006
